date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:59:40	18468/18468	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/animations/animations.min2072.css	(from https://juvas.in/)
10:59:41	3854/3854	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/css/frontend-legacy.min2072.css	(from https://juvas.in/)
10:59:42	117828/117828	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/css/frontend.min2072.css	(from https://juvas.in/)
10:59:42	1079/1079	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:42:20%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-1852.css?ver=1624452140	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-1852c53e.css	(from https://juvas.in/)
10:59:43	191420/191420	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://juvas.in/)
10:59:43	59344/59344	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5d0b.css	(from https://juvas.in/)
10:59:43	212813/212813	---M--	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2009:01:12%20GMT	https://juvas.in/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.0.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor-pro/assets/css/frontend.min8d18.css	(from https://juvas.in/)
10:59:43	26702/26702	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min2072.css	(from https://juvas.in/)
10:59:45	75680/75680	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2007:11:23%20GMT	https://juvas.in/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend1f22.css	(from https://juvas.in/)
10:59:45	11663/11663	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2005:32:37%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-3092.css?ver=1625117557	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-30929cee.css	(from https://juvas.in/)
10:59:45	21790/21790	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2007:11:33%20GMT	https://juvas.in/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.6.7.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.minbd80.css	(from https://juvas.in/)
10:59:46	57912/57912	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from https://juvas.in/)
10:59:46	669/669	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min9e0b.css	(from https://juvas.in/)
10:59:46	675/675	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min9e0b.css	(from https://juvas.in/)
10:59:47	89496/89496	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Oct%202020%2004:03:26%20GMT	https://juvas.in/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/jquery/jquery.min9d52.js	(from https://juvas.in/)
10:59:47	105911/105911	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:42:47%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-3799.css?ver=1624452167	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-3799c2d7.css	(from https://juvas.in/)
10:59:47	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2021:36:06%20GMT	https://juvas.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://juvas.in/)
10:59:48	15055/15055	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min2072.js	(from https://juvas.in/)
10:59:48	79448/79448	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:07%20GMT	https://juvas.in/wp-content/plugins/chaty/js/cht-front-script.js?ver=1621344347	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/chaty/js/cht-front-script7aa8.js	(from https://juvas.in/)
10:59:53	101590/101590	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:29:49%20GMT	https://juvas.in/wp-json/	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/index.html	(from https://juvas.in/)
10:59:55	134502/134502	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:29:49%20GMT	https://juvas.in/wp-json/wp/v2/pages/3799	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/wp/v2/pages/3799.json	(from https://juvas.in/)
10:59:58	762/762	---M--	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2005:29:56%20GMT	https://juvas.in/xmlrpc.php?rsd	F:/New%20folder/Client%20SS%20Cables/juvas.in/xmlrpc0db0.php	(from https://juvas.in/)
10:59:58	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2008:19:12%20GMT	https://juvas.in/wp-includes/wlwmanifest.xml	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/wlwmanifest.xml	(from https://juvas.in/)
11:00:01	2163/2163	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:29:59%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2F	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embeded64.json	(from https://juvas.in/)
11:00:05	2257/2257	---MC-	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2005:30:02%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2F&format=xml	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embedbc66	(from https://juvas.in/)
11:00:07	27735/27735	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2011:30:13%20GMT	https://juvas.in/wp-content/uploads/2021/04/Fav-02-01.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Fav-02-01.jpg	(from https://juvas.in/)
11:00:07	2200/2200	---M-Z	200	added ('OK')	application/javascript	etag:%224b60d3ea13c42468679685c32a1680ac%22	https://chimpstatic.com/mcjs-connected/js/users/a3adc1513386ce461948da1bc/93c270528efaafd4b231a84e1.js	F:/New%20folder/Client%20SS%20Cables/chimpstatic.com/mcjs-connected/js/users/a3adc1513386ce461948da1bc/93c270528efaafd4b231a84e1.js	(from https://juvas.in/)
11:00:08	3591/3591	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jul%202021%2006:53:26%20GMT	https://juvas.in/wp-content/uploads/2021/04/cropped-LOGO-120x60.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/cropped-LOGO-120x60.png	(from https://juvas.in/)
11:00:09	497/497	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jun%202021%2011:49:07%20GMT	https://juvas.in/wp-content/uploads/2021/06/phone-512.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/phone-512.jpg	(from https://juvas.in/)
11:00:12	122258/122258	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:10%20GMT	https://juvas.in/wires-cables/	F:/New%20folder/Client%20SS%20Cables/juvas.in/wires-cables/index.html	(from https://juvas.in/)
11:00:13	129518/129518	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:10%20GMT	https://juvas.in/all-products/	F:/New%20folder/Client%20SS%20Cables/juvas.in/all-products/index.html	(from https://juvas.in/)
11:00:14	123845/123845	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:10%20GMT	https://juvas.in/switches-accessories/	F:/New%20folder/Client%20SS%20Cables/juvas.in/switches-accessories/index.html	(from https://juvas.in/)
11:00:14	144875/144875	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:10%20GMT	https://juvas.in/led-lights/	F:/New%20folder/Client%20SS%20Cables/juvas.in/led-lights/index.html	(from https://juvas.in/)
11:00:15	142947/142947	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:14%20GMT	https://juvas.in/fan/	F:/New%20folder/Client%20SS%20Cables/juvas.in/fan/index.html	(from https://juvas.in/)
11:00:19	691434/691434	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jun%202021%2011:00:19%20GMT	https://juvas.in/wp-content/uploads/2021/04/Option_2-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Option_2-1.jpg	(from https://juvas.in/)
11:00:19	133551/133551	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:16%20GMT	https://juvas.in/switchgears/	F:/New%20folder/Client%20SS%20Cables/juvas.in/switchgears/index.html	(from https://juvas.in/)
11:00:20	125985/125985	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:16%20GMT	https://juvas.in/conduit-fittings/	F:/New%20folder/Client%20SS%20Cables/juvas.in/conduit-fittings/index.html	(from https://juvas.in/)
11:00:20	240407/240407	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jun%202021%2011:00:51%20GMT	https://juvas.in/wp-content/uploads/2021/04/Mobile-Option_2-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Mobile-Option_2-1.jpg	(from https://juvas.in/)
11:00:26	126222/126222	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:21%20GMT	https://juvas.in/meters/	F:/New%20folder/Client%20SS%20Cables/juvas.in/meters/index.html	(from https://juvas.in/)
11:00:27	139649/139649	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:21%20GMT	https://juvas.in/about/	F:/New%20folder/Client%20SS%20Cables/juvas.in/about/index.html	(from https://juvas.in/)
11:00:27	143784/143784	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:21%20GMT	https://juvas.in/poles/	F:/New%20folder/Client%20SS%20Cables/juvas.in/poles/index.html	(from https://juvas.in/)
11:00:28	439889/439889	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:39:24%20GMT	https://juvas.in/wp-content/uploads/2021/04/Option_1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Option_1.jpg	(from https://juvas.in/)
11:00:30	109687/109687	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:29%20GMT	https://juvas.in/blogs/	F:/New%20folder/Client%20SS%20Cables/juvas.in/blogs/index.html	(from https://juvas.in/)
11:00:30	159881/159881	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2013:23:43%20GMT	https://juvas.in/wp-content/uploads/2021/04/Mobile-Option_1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Mobile-Option_1.jpg	(from https://juvas.in/)
11:00:31	116796/116796	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:29%20GMT	https://juvas.in/contact/	F:/New%20folder/Client%20SS%20Cables/juvas.in/contact/index.html	(from https://juvas.in/)
11:00:32	157040/157040	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2013:23:53%20GMT	https://juvas.in/wp-content/uploads/2021/04/Mobile-Option_3.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Mobile-Option_3.jpg	(from https://juvas.in/)
11:00:33	367137/367137	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:38:22%20GMT	https://juvas.in/wp-content/uploads/2021/04/Option_3.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Option_3.jpg	(from https://juvas.in/)
11:00:33	205641/205641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2013:23:17%20GMT	https://juvas.in/wp-content/uploads/2021/04/Mobile-All-Products-Banner.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Mobile-All-Products-Banner.jpg	(from https://juvas.in/)
11:00:33	413405/413405	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:33:43%20GMT	https://juvas.in/wp-content/uploads/2021/04/All-Products-Banner-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/All-Products-Banner-1.jpg	(from https://juvas.in/)
11:00:34	220620/220620	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:43%20GMT	https://juvas.in/wp-content/uploads/2021/04/9.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/9.jpg	(from https://juvas.in/)
11:00:34	137565/137565	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:57:00%20GMT	https://juvas.in/wp-content/uploads/2021/06/About-Us-1024x683.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/About-Us-1024x683.jpg	(from https://juvas.in/)
11:00:35	195813/195813	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2013:51:49%20GMT	https://juvas.in/wp-content/uploads/2021/04/2-5.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/2-5.jpg	(from https://juvas.in/)
11:00:35	217685/217685	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2013:54:51%20GMT	https://juvas.in/wp-content/uploads/2021/04/7-2.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/7-2.jpg	(from https://juvas.in/)
11:00:37	220042/220042	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2013:46:22%20GMT	https://juvas.in/wp-content/uploads/2021/04/4-2.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/4-2.jpg	(from https://juvas.in/)
11:00:38	210758/210758	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2013:37:21%20GMT	https://juvas.in/wp-content/uploads/2021/04/1-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/1-1.jpg	(from https://juvas.in/)
11:00:38	179994/179994	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:12:18%20GMT	https://juvas.in/wp-content/uploads/2021/04/2-7.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/2-7.jpg	(from https://juvas.in/)
11:00:38	264834/264834	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2013:49:33%20GMT	https://juvas.in/wp-content/uploads/2021/04/3-3.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/3-3.jpg	(from https://juvas.in/)
11:00:38	8667/8667	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2013:09:05%20GMT	https://juvas.in/wp-content/uploads/2021/04/Made-In-India-1.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Made-In-India-1.png	(from https://juvas.in/)
11:00:39	200285/200285	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:13:23%20GMT	https://juvas.in/wp-content/uploads/2021/04/Pole.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Pole.jpg	(from https://juvas.in/)
11:00:39	8784/8784	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2013:09:07%20GMT	https://juvas.in/wp-content/uploads/2021/04/Reliability.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Reliability.png	(from https://juvas.in/)
11:00:39	8735/8735	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2006:31:04%20GMT	https://juvas.in/wp-content/uploads/2021/04/High-Efficiency.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/High-Efficiency.png	(from https://juvas.in/)
11:00:40	7715/7715	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2013:09:03%20GMT	https://juvas.in/wp-content/uploads/2021/04/BIS-1.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/BIS-1.png	(from https://juvas.in/)
11:00:41	4655/4655	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Apr%202021%2011:28:44%20GMT	https://juvas.in/wp-content/uploads/2021/04/LOGO-1.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/LOGO-1.png	(from https://juvas.in/)
11:00:41	187616/187616	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:56:39%20GMT	https://juvas.in/wp-content/uploads/2021/06/About-Us-A-1024x683.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/About-Us-A-1024x683.jpg	(from https://juvas.in/)
11:00:41	4817/4817	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2006:09:28%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2317.css?ver=1625119768	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-2317fe1b.css	(from https://juvas.in/)
11:00:42	4674/4674	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2006:10:47%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-8.css?ver=1625119847	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-88be9.css	(from https://juvas.in/)
11:00:42	4776/4776	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2006:10:47%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2315.css?ver=1625119847	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-23158be9.css	(from https://juvas.in/)
11:00:43	4459/4459	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2005:57:50%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2319.css?ver=1625119070	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-2319cd82.css	(from https://juvas.in/)
11:00:44	16313/16313	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Apr%202021%2011:12:25%20GMT	https://juvas.in/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.3.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/themes/astra/assets/js/minified/frontend.mind617.js	(from https://juvas.in/)
11:00:44	106667/106667	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:30:43%20GMT	https://juvas.in/privacy-policy/	F:/New%20folder/Client%20SS%20Cables/juvas.in/privacy-policy/index.html	(from https://juvas.in/)
11:00:45	1426/1426	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2003:59:24%20GMT	https://juvas.in/wp-includes/js/wp-embed.min.js?ver=5.7.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/wp-embed.min9f31.js	(from https://juvas.in/)
11:00:46	168377/168377	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2007:11:29%20GMT	https://juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min.css?ver=4.3.9	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min5d0b.css	(from https://juvas.in/)
11:00:46	28775/28775	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Jul%202021%2007:11:29%20GMT	https://juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.min.js?ver=4.3.9	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.min5d0b.js	(from https://juvas.in/)
11:00:46	42894/42894	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Jul%202021%2007:11:29%20GMT	https://juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/slick.min.js?ver=4.3.9	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/slick.min5d0b.js	(from https://juvas.in/)
11:00:47	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://juvas.in/)
11:00:47	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2006:23:28%20GMT	https://juvas.in/wp-includes/js/imagesloaded.min.js?ver=4.1.4	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/imagesloaded.mineda1.js	(from https://juvas.in/)
